,id_original,tipo,problema_texto,solucion_esperada
43,6234,hardcore,"Three genetically modified bacteria strains (Alpha, Beta, Gamma) are being observed for their flagellar propulsion efficiency in a viscous medium. The Alpha strain exhibits a total displacement that is 3.5 times the displacement of the Beta strain. The Beta strain, in turn, exhibits a total displacement that is 1.75 times the displacement of the Gamma strain. Over a specific observation period, the three strains together achieved a cumulative displacement of 198.375 micrometers. What was the total displacement (in micrometers) specifically achieved by the Beta strain?","39.1125 micrometers || Step 1: Define variables for the displacement of each strain.
   - Let G = displacement of Gamma strain (in micrometers)
   - Let B = displacement of Beta strain (in micrometers)
   - Let A = displacement of Alpha strain (in micrometers)
Step 2: Express the displacement of Beta strain in terms of Gamma strain.
   - B = 1.75 * G
Step 3: Express the displacement of Alpha strain in terms of Beta strain.
   - A = 3.5 * B
Step 4: Substitute the expression for B into the equation for A to express Alpha in terms of Gamma.
   - A = 3.5 * (1.75 * G) = 6.125 * G
Step 5: Set up the equation for the total combined displacement and solve for Gamma (G).
   - A + B + G = 198.375
   - 6.125 * G + 1.75 * G + G = 198.375
   - (6.125 + 1.75 + 1) * G = 198.375
   - 8.875 * G = 198.375
   - G = 198.375 / 8.875 = 22.35 micrometers
Step 6: Calculate the displacement of the Beta strain (B) using the value of G.
   - B = 1.75 * G = 1.75 * 22.35 micrometers = 39.1125 micrometers"
44,857,hardcore,"In a materials engineering project, Team Alpha procured 6.5 kilograms of a specialized steel alloy (Alloy S-1) and 4.2 kilograms of a high-performance ceramic composite (Composite C-2). Team Beta, working on a parallel sub-project, was instructed to procure an amount of Alloy S-1 that was precisely 2/7 of what Team Alpha procured. However, due to an unforeseen design change requiring enhanced thermal resistance, Team Beta needed to acquire 2.25 times the quantity of Composite C-2 that Team Alpha obtained. If Alloy S-1 costs $22.50 per kg and Composite C-2 costs $58.75 per kg, what is the total cost of materials procured by Team Beta, and by what percentage (rounded to two decimal places) does Team Beta's total mass procurement differ from Team Alpha's?","Team Beta's total procurement cost: $597.35. Percentage difference in total mass: 5.67% || Step 1: Calculate Team Alpha's total mass. Team Alpha's total mass = 6.5 kg (Alloy S-1) + 4.2 kg (Composite C-2) = 10.7 kg.
Step 2: Calculate Team Beta's Alloy S-1 quantity. Team Beta's Alloy S-1 = (2/7) * 6.5 kg = 13/7 kg ≈ 1.85714 kg.
Step 3: Calculate Team Beta's Composite C-2 quantity. Team Beta's Composite C-2 = 2.25 * 4.2 kg = 9.45 kg.
Step 4: Calculate Team Beta's total mass. Team Beta's total mass = (13/7 kg) + 9.45 kg ≈ 1.85714 kg + 9.45 kg = 11.30714 kg.
Step 5: Calculate Team Beta's Alloy S-1 cost. Team Beta's Alloy S-1 cost = (13/7 kg) * $22.50/kg = $292.5/7 ≈ $41.7857.
Step 6: Calculate Team Beta's Composite C-2 cost. Team Beta's Composite C-2 cost = 9.45 kg * $58.75/kg = $555.5625.
Step 7: Calculate Team Beta's total procurement cost. Team Beta's total cost = $41.7857 + $555.5625 = $597.3482.
Step 8: Calculate the percentage difference in total mass. Percentage difference = ((Team Beta's total mass - Team Alpha's total mass) / Team Alpha's total mass) * 100 = ((11.30714 kg - 10.7 kg) / 10.7 kg) * 100 = (0.60714 / 10.7) * 100 ≈ 5.6742%. Rounded to two decimal places, this is 5.67%."
45,4713,hardcore,"Two competing tech firms, 'Innovate Dynamics' and 'Future Systems', together captured a combined market share of 12.85% in the emerging AI sector. Innovate Dynamics' market share was exactly 3.75 times greater than Future Systems' market share. If the total AI sector generated $7.45 billion in revenue last quarter, and each percentage point of market share for Future Systems translates to a net profit margin of 18.2%, what was Future Systems' total net profit (in millions of dollars, rounded to two decimal places) from this sector last quarter?","$36.68 million || Step 1: Define variables for market share. Let S_FS be Future Systems' market share and S_ID be Innovate Dynamics' market share.
Step 2: Formulate equations based on the problem. We have S_ID + S_FS = 12.85% (or 0.1285 as a decimal) and S_ID = 3.75 * S_FS.
Step 3: Substitute the second equation into the first to solve for S_FS. (3.75 * S_FS) + S_FS = 0.1285. This simplifies to 4.75 * S_FS = 0.1285.
Step 4: Calculate Future Systems' market share. S_FS = 0.1285 / 4.75 ≈ 0.02705263, which is approximately 2.705263%.
Step 5: Calculate Future Systems' total revenue from its market share. Total AI sector revenue = $7.45 billion. Future Systems' revenue = $7.45 billion * 0.02705263 ≈ $0.2015437 billion.
Step 6: Convert Future Systems' revenue to millions of dollars. $0.2015437 billion = $201.5437 million.
Step 7: Calculate Future Systems' total net profit. Profit = Revenue * Profit Margin = $201.5437 million * 0.182 ≈ $36.68095 million. Rounded to two decimal places, this is $36.68 million."
46,6006,hardcore,"A newly designed energy storage unit for a spacecraft begins its mission with a total capacity of 480.0 kJ of stored energy. During the initial propulsion phase, a malfunction causes 1/3 of this energy to be irrevocably lost due to inefficient conversion. As the spacecraft enters orbital adjustment, 3/8 of the currently remaining energy is consumed by auxiliary systems. Finally, during a critical communication burst, a surge causes half of the still remaining energy to be discharged into space as waste heat. What is the precise amount of energy (in kJ) remaining in the storage unit after these three sequential losses?","100.0 kJ || Step 1: Identify the initial energy. Initial energy = 480.0 kJ.
Step 2: Calculate the energy lost in the first phase. First loss = (1/3) * 480.0 kJ = 160.0 kJ.
Step 3: Calculate the energy remaining after the first loss. Energy remaining = 480.0 kJ - 160.0 kJ = 320.0 kJ.
Step 4: Calculate the energy lost in the second phase (from the currently remaining energy). Second loss = (3/8) * 320.0 kJ = 120.0 kJ.
Step 5: Calculate the energy remaining after the second loss. Energy remaining = 320.0 kJ - 120.0 kJ = 200.0 kJ.
Step 6: Calculate the energy lost in the third phase (from the still remaining energy). Third loss = (1/2) * 200.0 kJ = 100.0 kJ.
Step 7: Calculate the final remaining energy. Final energy remaining = 200.0 kJ - 100.0 kJ = 100.0 kJ."
47,5115,hardcore,"An engineering consultant, Dr. Aris, charges his primary client $125.75 per hour for standard work, up to 38 hours per week. Any hours worked beyond 38 hours in a week are billed at an overtime rate of 1.75 times his normal hourly rate. In addition to this, 18.5% of his gross weekly income is automatically deducted for taxes and overheads. Dr. Aris is saving up to fund a specialized drone system for his independent research, which has a total estimated cost of $16,875.50 after all discounts. If he consistently works 45.5 hours each week, how many full weeks (rounded up to the nearest whole week) will it take for him to accumulate the necessary funds?","4 weeks || Step 1: Calculate the regular hours pay. Regular hours = 38 hours. Regular pay = 38 hours * $125.75/hour = $4778.50.
Step 2: Calculate the overtime hours worked. Overtime hours = Total hours - Regular hours = 45.5 hours - 38 hours = 7.5 hours.
Step 3: Calculate the overtime hourly rate. Overtime rate = 1.75 * $125.75/hour = $220.0625/hour.
Step 4: Calculate the overtime pay. Overtime pay = 7.5 hours * $220.0625/hour = $1650.46875.
Step 5: Calculate the gross weekly income. Gross weekly income = Regular pay + Overtime pay = $4778.50 + $1650.46875 = $6428.96875.
Step 6: Calculate the net weekly income after deductions. Deductions = 18.5%. Net income multiplier = 1 - 0.185 = 0.815. Net weekly income = $6428.96875 * 0.815 = $5236.40939375.
Step 7: Calculate the number of weeks needed to reach the target amount. Weeks = Total cost / Net weekly income = $16875.50 / $5236.40939375 ≈ 3.2227 weeks. Rounding up to the nearest whole week, it will take 4 weeks."
48,1187,hardcore,"An electrical engineer, Dr. Anya Sharma, is assembling a complex prototype. She has an initial project budget of $500.00 for components and testing. She has already pre-ordered specialized microcontrollers for $87.50 and spent exactly one-third of that amount on custom connectors. The fabrication lab charges a fixed facility fee of $25.75 per day, and she needs to reserve it for two full days to complete initial setup and diagnostics. Additionally, there's a variable shipping charge for bulk components, which is calculated as 5% of her total remaining budget *before* the bulk component purchase itself. The primary component she needs to acquire is a set of advanced signal filters, sold exclusively in packs of 8. Each pack costs $38.25. What is the maximum number of individual signal filters Dr. Sharma can purchase for her project, after accounting for all expenses, if she must purchase full packs?","64 || Step 1: Calculate the cost of custom connectors. Cost = $87.50 / 3 = $29.1666... (approximately $29.17).
Step 2: Calculate the total fixed and pre-committed expenses. This includes the microcontrollers, custom connectors, and two days of facility fees. Total fixed expenses = $87.50 + $29.1666... + ($25.75 * 2) = $87.50 + $29.1666... + $51.50 = $168.1666...
Step 3: Determine the remaining budget after deducting these pre-committed expenses. Remaining budget = $500.00 - $168.1666... = $331.8333...
Step 4: Calculate the variable shipping cost, which is 5% of the remaining budget from Step 3. Shipping cost = $331.8333... * 0.05 = $16.59166...
Step 5: Calculate the final budget available specifically for purchasing signal filter packs. Budget for filters = $331.8333... - $16.59166... = $315.24166...
Step 6: Determine the maximum number of full packs of signal filters Dr. Sharma can buy. Number of packs = $315.24166... / $38.25 per pack = 8.2416... packs. Since she must buy full packs, she can buy 8 packs.
Step 7: Calculate the total number of individual signal filters. Total filters = 8 packs * 8 filters/pack = 64 filters."
49,227,hardcore,"A startup founder, Ms. Evelyn Reed, secured an initial seed investment of $125,000.00. She immediately allocated 1/10 of this investment for mandatory legal and administrative fees. From the remaining capital, she disbursed funds to three critical development teams: The UI/UX team received exactly 2/5 of the capital remaining after legal fees. The Backend Infrastructure team was allocated 75% of the amount received by the UI/UX team. Finally, the Data Analytics team received 60% of what the Backend Infrastructure team received. What is the exact amount of capital, in dollars, remaining for Ms. Reed's strategic reserves after all these initial allocations?","13500 || Step 1: Calculate the legal and administrative fees. Legal fees = $125,000.00 * (1/10) = $12,500.00.
Step 2: Calculate the capital remaining after deducting the legal fees. Remaining capital = $125,000.00 - $12,500.00 = $112,500.00.
Step 3: Calculate the allocation to the UI/UX team. UI/UX allocation = $112,500.00 * (2/5) = $112,500.00 * 0.40 = $45,000.00.
Step 4: Calculate the allocation to the Backend Infrastructure team. Backend allocation = $45,000.00 * 0.75 = $33,750.00.
Step 5: Calculate the allocation to the Data Analytics team. Data Analytics allocation = $33,750.00 * 0.60 = $20,250.00.
Step 6: Calculate the total capital disbursed to all three development teams. Total disbursed to teams = $45,000.00 + $33,750.00 + $20,250.00 = $99,000.00.
Step 7: Determine the final remaining capital for strategic reserves. Final reserves = $112,500.00 (capital after legal fees) - $99,000.00 (total disbursed to teams) = $13,500.00."
50,1510,hardcore,"In a cutting-edge experimental superconducting alloy, a total of 7.5 x 10^17 atoms are present within a specific microscopic crystalline region. Precisely 5/8 of these atoms are Cadmium (Cd), and the remaining atoms are Niobium (Nb). Of the Niobium atoms, 40% exhibit a face-centered cubic (FCC) crystal structure, while the rest are body-centered cubic (BCC). Furthermore, only 3/7 of these FCC Niobium atoms possess a critical quantum spin alignment necessary for high-temperature superconduction. How many Niobium atoms in this region have the critical spin alignment?","4.8214285714e+16 || Step 1: State the total number of atoms in the region. Total atoms = 7.5 × 10^17 atoms.
Step 2: Calculate the fraction of Niobium (Nb) atoms. Since 5/8 are Cadmium, the remaining fraction for Niobium is 1 - 5/8 = 3/8.
Step 3: Calculate the total number of Niobium (Nb) atoms. Total Nb atoms = (3/8) * 7.5 × 10^17 = 2.8125 × 10^17 atoms.
Step 4: Calculate the number of FCC (face-centered cubic) Niobium atoms. FCC Nb atoms = 40% of Total Nb atoms = 0.40 * 2.8125 × 10^17 = 1.125 × 10^17 atoms.
Step 5: Calculate the number of FCC Niobium atoms that possess the critical spin alignment. Critical spin aligned FCC Nb atoms = (3/7) * 1.125 × 10^17 = (3 * 1.125 / 7) × 10^17 = 0.48214285714... × 10^17 atoms.
Step 6: Convert the result to standard scientific notation. Critical spin aligned FCC Nb atoms ≈ 4.8214285714 × 10^16 atoms."
51,5369,hardcore,"A leading bio-engineering firm operates a specialized algal farm for sustainable biofuel production. The farm measures 1.25 kilometers in length and 0.75 kilometers in width. Each square meter of the farm yields an average of 1.8 kilograms of raw algal biomass per harvesting cycle. The raw biomass undergoes a multi-stage refinement process: first, 1/5 of the raw biomass is unfortunately lost during the initial dewatering stage. Subsequently, the remaining dewatered material is processed to yield a purified protein concentrate at a 25% efficiency rate (meaning 25 kg of concentrate is produced from 100 kg of dewatered biomass). This premium protein concentrate is then packaged and sold in bulk at $45.80 per 500-gram container. Assuming the farm completes 3 full harvesting cycles per year, what is the total annual revenue, in USD, generated by this algal farm?","92745000 || Step 1: Calculate the total area of the algal farm in square meters. Length = 1.25 km = 1250 m. Width = 0.75 km = 750 m. Area = 1250 m * 750 m = 937,500 m².
Step 2: Calculate the total raw algal biomass produced per harvesting cycle in kilograms. Raw biomass per cycle = 937,500 m² * 1.8 kg/m² = 1,687,500 kg.
Step 3: Calculate the biomass remaining after the 1/5 dewatering loss. Remaining biomass = 1,687,500 kg * (1 - 1/5) = 1,687,500 kg * (4/5) = 1,350,000 kg.
Step 4: Calculate the mass of purified protein concentrate produced per cycle, given a 25% efficiency rate. Concentrate mass per cycle = 1,350,000 kg * 0.25 = 337,500 kg.
Step 5: Calculate the number of 500-gram (0.5 kg) containers produced per cycle. Number of containers = 337,500 kg / 0.5 kg/container = 675,000 containers.
Step 6: Calculate the revenue generated per harvesting cycle. Revenue per cycle = 675,000 containers * $45.80/container = $30,915,000.
Step 7: Calculate the total annual revenue for 3 harvesting cycles. Total annual revenue = $30,915,000 * 3 = $92,745,000."
52,3328,hardcore,"In a cutting-edge aerospace engineering facility, three specialized fabrication robots (RoboFab-1, RoboFab-2, and RoboFab-3) are responsible for precision component assembly. Their collective weekly energy consumption averages 22.75 kWh. RoboFab-1, being the oldest model, consumes a consistent 15.2 kWh per week. RoboFab-2, a more powerful unit, consumes precisely 1.65 times the energy of RoboFab-1. The lead engineer needs to determine RoboFab-3's exact weekly energy consumption for an upcoming energy audit, and then calculate what percentage of the total collective consumption RoboFab-3 accounts for.","27.97 kWh (40.98% of total) || Step 1: Calculate the total collective weekly energy consumption. Since the average consumption for 3 robots is 22.75 kWh, the total is 3 * 22.75 kWh = 68.25 kWh.
Step 2: Identify RoboFab-1's consumption. RoboFab-1 consumes 15.2 kWh.
Step 3: Calculate RoboFab-2's consumption. RoboFab-2 consumes 1.65 times RoboFab-1's consumption, so 1.65 * 15.2 kWh = 25.08 kWh.
Step 4: Calculate the combined consumption of RoboFab-1 and RoboFab-2. This is 15.2 kWh + 25.08 kWh = 40.28 kWh.
Step 5: Determine RoboFab-3's consumption by subtracting the combined consumption of RoboFab-1 and RoboFab-2 from the total collective consumption. So, 68.25 kWh - 40.28 kWh = 27.97 kWh.
Step 6: Calculate RoboFab-3's consumption as a percentage of the total collective consumption. (27.97 kWh / 68.25 kWh) * 100% = 40.98168498168498%. Rounding to two decimal places, this is 40.98%."
53,5154,hardcore,"In a complex astrophysical model, a newly discovered protostar, Orionis-A (OA), is currently estimated to be 6.75 million years old. Its companion, Orionis-B (OB), is determined to be 12.5 million years older than OA and 4.25 million years younger than a nearby red giant, Orionis-C (OC). Astronomers are predicting stellar evolution and need to determine the projected age of Orionis-C when Orionis-A eventually reaches an age exactly 2.5 times its current estimated age.","33.625 million years || Step 1: Determine the current age of Orionis-A (OA). OA's current age is 6.75 million years.
Step 2: Calculate the current age of Orionis-B (OB). OB is 12.5 million years older than OA, so 6.75 + 12.5 = 19.25 million years.
Step 3: Calculate the current age of Orionis-C (OC). OC is 4.25 million years older than OB (since OB is 4.25 million years younger than OC), so 19.25 + 4.25 = 23.5 million years.
Step 4: Calculate OA's target future age. OA needs to reach 2.5 times its current age, so 2.5 * 6.75 = 16.875 million years.
Step 5: Determine the time elapsed for OA to reach its target future age. This is the future age minus the current age: 16.875 - 6.75 = 10.125 million years.
Step 6: Calculate OC's age at that future point. OC's current age plus the time elapsed is 23.5 + 10.125 = 33.625 million years."
54,5129,hardcore,"In a biochemistry research lab, a technician starts the week with 160.8 mL of Reagent A. They also have an initial stock of Sample B, which is exactly 3/8 of the volume of Reagent A. Two senior research assistants, Dr. Chen and Dr. Rodriguez, each submit requests for crucial materials. Dr. Chen requests 1/6 of the *initial* Reagent A volume and 1/5 of the *initial* Sample B volume. Dr. Rodriguez makes an identical request for the same proportions of both Reagent A and Sample B. What is the total combined volume of Reagent A and Sample B remaining in the main lab inventory after fulfilling both requests?","143.38 mL || Step 1: Identify the initial volume of Reagent A. Initial Reagent A = 160.8 mL.
Step 2: Calculate the initial volume of Sample B. Sample B is 3/8 of Reagent A, so (3/8) * 160.8 mL = 60.3 mL.
Step 3: Calculate the total Reagent A distributed. Each of the two research assistants receives 1/6 of the initial Reagent A, so a total of 2 * (1/6) = 1/3 of the initial Reagent A is distributed. Therefore, (1/3) * 160.8 mL = 53.6 mL of Reagent A is given out.
Step 4: Calculate the total Sample B distributed. Each of the two research assistants receives 1/5 of the initial Sample B, so a total of 2 * (1/5) = 2/5 of the initial Sample B is distributed. Therefore, (2/5) * 60.3 mL = 24.12 mL of Sample B is given out.
Step 5: Calculate the remaining volume of Reagent A. Initial Reagent A - Distributed Reagent A = 160.8 mL - 53.6 mL = 107.2 mL.
Step 6: Calculate the remaining volume of Sample B. Initial Sample B - Distributed Sample B = 60.3 mL - 24.12 mL = 36.18 mL.
Step 7: Calculate the total combined volume of remaining Reagent A and Sample B. 107.2 mL + 36.18 mL = 143.38 mL."
55,1934,hardcore,"An engineering firm is managing the budget for a long-term research and development project scheduled for a total duration of 4.75 years. For the initial 2 years and 3 months of the project, the average monthly operational expenditure was precisely $7,200.75. After this initial phase, due to increased personnel and the acquisition of specialized equipment, the monthly expenditure increased by 1/6 of the original monthly cost for the remaining duration of the project. Calculate the total cumulative operational expenditure incurred by the firm for the entire 4.75-year project.","$446,446.50 || Step 1: Calculate the total project duration in months. 4.75 years * 12 months/year = 57 months.
Step 2: Determine the duration of Phase 1 in months and its total cost. The initial phase is 2 years and 3 months, which is (2 * 12) + 3 = 27 months. The monthly expenditure for Phase 1 is $7,200.75. So, the total cost for Phase 1 is 27 months * $7,200.75/month = $194,420.25.
Step 3: Calculate the duration of Phase 2 in months. The remaining duration is the total project duration minus Phase 1 duration: 57 months - 27 months = 30 months.
Step 4: Calculate the new monthly expenditure for Phase 2. The cost increased by 1/6 of the original monthly cost. So, $7,200.75 + (1/6 * $7,200.75) = $7,200.75 + $1,200.125 = $8,400.875 per month.
Step 5: Calculate the total cost for Phase 2. 30 months * $8,400.875/month = $252,026.25.
Step 6: Calculate the total cumulative operational expenditure for the entire project by summing the costs from both phases. $194,420.25 (Phase 1) + $252,026.25 (Phase 2) = $446,446.50."
56,6542,hardcore,"An engineering firm is tasked with applying specialized protective coatings to various sections of an industrial facility. The facility comprises: three main processing chambers, each requiring a unique corrosion-resistant polymer coating. Each chamber has an interior surface area of 185.5 square meters, and the coating application rate is 0.15 gallons per square meter. The polymer coating is supplied in 0.75-gallon specialized containers. Five auxiliary equipment rooms, each needing a standard moisture-resistant sealant. Each room has a surface area of 110.25 square meters, and the sealant application rate is 0.08 gallons per square meter. This sealant is packaged in 2.5-gallon drums. One large central control room requiring a high-temperature reflective coating. This room has a surface area of 250.75 square meters, with a coating rate of 0.22 gallons per square meter. This reflective coating comes in 1.2-gallon canisters. Due to potential spillage and re-application needs, a 12.5% overage is mandatory for each coating type. Calculate the total number of complete containers of all types the firm must procure.","198 containers || Step 1: Calculate the total initial polymer coating volume needed for the processing chambers. Each of 3 chambers has 185.5 m² surface area, and requires 0.15 gal/m². Total polymer needed = 3 * 185.5 m² * 0.15 gal/m² = 83.475 gallons.
Step 2: Calculate the total initial sealant volume needed for the auxiliary rooms. Each of 5 rooms has 110.25 m² surface area, and requires 0.08 gal/m². Total sealant needed = 5 * 110.25 m² * 0.08 gal/m² = 44.1 gallons.
Step 3: Calculate the total initial reflective coating volume needed for the central control room. The room has 250.75 m² surface area, and requires 0.22 gal/m². Total reflective coating needed = 250.75 m² * 0.22 gal/m² = 55.165 gallons.
Step 4: Apply the 12.5% overage to each coating type's required volume. 
- Polymer (with overage): 83.475 gallons * 1.125 = 93.911875 gallons.
- Sealant (with overage): 44.1 gallons * 1.125 = 49.6125 gallons.
- Reflective (with overage): 55.165 gallons * 1.125 = 62.060625 gallons.
Step 5: Calculate the number of containers for each coating type, rounding up to the nearest whole container.
- Polymer containers: 93.911875 gallons / 0.75 gal/container = 125.2158... -> 126 containers.
- Sealant containers: 49.6125 gallons / 2.5 gal/container = 19.845 -> 20 containers.
- Reflective containers: 62.060625 gallons / 1.2 gal/canister = 51.7171... -> 52 containers.
Step 6: Sum the total number of containers across all types. Total containers = 126 + 20 + 52 = 198 containers."
57,3513,hardcore,"A logistics company, ""Global Haulers,"" initially paid $750.00 to fully fuel one of its long-haul cargo jets for a standard transatlantic route. Due to an expansion, they upgraded the jet with an auxiliary fuel bladder, increasing its total fuel capacity by 37.5%. Simultaneously, geopolitical tensions caused crude oil prices to surge, leading to a 15% increase in fuel costs per gallon. However, Global Haulers negotiated a bulk discount with their primary fuel supplier, reducing the new, inflated price by 7.5%. On top of this, a new carbon tax of $0.035 per gallon was implemented. If the original full tank held 12,500 gallons, calculate the new total cost for Global Haulers to fully fuel this upgraded jet, including all price adjustments and taxes.","$1698.54 || Step 1: Calculate the new total fuel capacity of the jet. Original capacity = 12,500 gallons. Increase = 37.5%. New capacity = 12,500 * (1 + 0.375) = 12,500 * 1.375 = 17,187.5 gallons.
Step 2: Calculate the original price per gallon. Original cost = $750.00. Original capacity = 12,500 gallons. Original price/gallon = $750.00 / 12,500 gallons = $0.06 per gallon.
Step 3: Calculate the fuel price per gallon after the 15% surge. Surged price/gallon = $0.06 * (1 + 0.15) = $0.06 * 1.15 = $0.069 per gallon.
Step 4: Apply the 7.5% bulk discount to the surged price per gallon. Discounted price/gallon = $0.069 * (1 - 0.075) = $0.069 * 0.925 = $0.063825 per gallon.
Step 5: Add the new carbon tax per gallon to find the final price per gallon. Final price/gallon = $0.063825 + $0.035 = $0.098825 per gallon.
Step 6: Calculate the total cost for the new capacity using the final price per gallon. Total cost = 17,187.5 gallons * $0.098825/gallon = $1698.543125. Rounding to two decimal places for currency."
58,4965,hardcore,"A manufacturing company produces two specialized electronic components, Component A and Component B. The direct material cost for Component A is 3/5 of the direct material cost for Component B. Component B also incurs a fixed overhead of $12.75 per unit. The total manufacturing cost for Component A is determined by its direct material cost plus 45% of its direct material cost for labor, plus an additional $8.20 for variable overhead. If Component A's total manufacturing cost is $38.90, and Component B's total manufacturing cost is its direct material cost, its fixed overhead, and 62.5% of Component A's defined variable overhead portion (the additional $8.20) for its own variable overhead, calculate the total combined manufacturing cost for producing one unit of Component A and one unit of Component B.","$92.06 || Step 1: Determine the Direct Material Cost for Component A (DM_A). The total manufacturing cost for Component A (TC_A) is DM_A + (0.45 * DM_A) + Variable Overhead (A). Given TC_A = $38.90 and Variable Overhead (A) = $8.20. So, $38.90 = DM_A + 0.45 * DM_A + $8.20 => $38.90 = 1.45 * DM_A + $8.20 => $30.70 = 1.45 * DM_A => DM_A = $30.70 / 1.45 = $21.17241379.
Step 2: Calculate the Direct Material Cost for Component B (DM_B). DM_A is 3/5 of DM_B, so DM_B = (5/3) * DM_A. DM_B = (5/3) * $21.17241379 = $35.28735632.
Step 3: Determine the Variable Overhead for Component B (VO_B). VO_B is 62.5% of Component A's variable overhead ($8.20). VO_B = 0.625 * $8.20 = $5.125.
Step 4: Calculate the Total Manufacturing Cost for Component B (TC_B). TC_B = DM_B + Fixed Overhead (B) + VO_B. Given Fixed Overhead (B) = $12.75. TC_B = $35.28735632 + $12.75 + $5.125 = $53.16235632.
Step 5: Calculate the Total Combined Manufacturing Cost for one unit of A and one unit of B. Total Combined Cost = TC_A + TC_B = $38.90 + $53.16235632 = $92.06235632. Rounding to two decimal places."
59,7020,hardcore,"A deep-space probe, ""Voyager-X,"" is on an extended mission. Its primary propulsion system operates at a steady speed of 48,500 kilometers per hour. During a 90-day period, the probe experienced several operational phases: for the first 2/3 of the *operational* period, the primary system was fully active. Then, for 15% of the *remaining operational* time, it switched to a slower ion thruster, maintaining 3/8 of its primary system's speed. For 5.5 days within this 90-day period, the probe was completely inactive due to maintenance, and this downtime is independent of the above phases. Calculate the total distance (in millions of kilometers) covered by the Voyager-X probe during this entire 90-day mission period, accounting for all operational changes and downtime. Round your final answer to two decimal places.","95.29 million km || Step 1: Calculate the total actual operational hours for the probe. Total days in period = 90 days. Downtime = 5.5 days. Actual operational days = 90 - 5.5 = 84.5 days. Actual operational hours = 84.5 days * 24 hours/day = 2028 hours.
Step 2: Calculate the duration and distance covered during the Primary System Active Phase 1. Duration = (2/3) * 2028 hours = 1352 hours. Speed = 48,500 km/h. Distance 1 = 1352 hours * 48,500 km/h = 65,572,000 km.
Step 3: Calculate the remaining operational hours after Phase 1. Remaining hours = 2028 hours - 1352 hours = 676 hours.
Step 4: Calculate the duration and distance covered during the Ion Thruster Phase. Duration = 15% of remaining operational hours = 0.15 * 676 hours = 101.4 hours. Ion thruster speed = (3/8) * 48,500 km/h = 18,187.5 km/h. Distance 2 = 101.4 hours * 18,187.5 km/h = 1,844,118.75 km.
Step 5: Calculate the duration and distance covered during the remaining active time, which defaults to the Primary System (Phase 2). Duration = 676 hours (remaining) - 101.4 hours (ion thruster) = 574.6 hours. Speed = 48,500 km/h. Distance 3 = 574.6 hours * 48,500 km/h = 27,878,100 km.
Step 6: Sum the total distance covered in all active phases. Total Distance = Distance 1 + Distance 2 + Distance 3 = 65,572,000 km + 1,844,118.75 km + 27,878,100 km = 95,294,218.75 km.
Step 7: Convert the total distance to millions of kilometers and round to two decimal places. Total Distance in millions of km = 95,294,218.75 km / 1,000,000 = 95.29421875 million km. Rounded: 95.29 million km."
